frame_count,time_sec,id,conf,landmarks
0,0.0,,4.1901407e-07,"[[     952.03      245.12]
 [     1038.4      279.84]
 [     938.61      262.12]
 [     1042.4      262.28]
 [     932.02      291.87]
 [     1046.5      247.77]
 [     913.28      323.45]
 [     1061.6       236.2]
 [     895.55      300.01]
 [     1066.8      254.13]
 [     891.26      275.79]
 [     1067.9      272.38]
 [     927.71      286.82]
 [     1064.8      287.08]
 [     1027.8      251.47]
 [     1042.1      259.02]
 [     1016.6      284.38]
 [     1053.8      279.92]
 [     996.26      287.69]
 [     1070.6      278.44]
 [     1005.8      278.06]
 [     1061.2      272.69]
 [     1007.1      292.02]
 [     1063.7      284.89]
 [     1063.2      293.02]
 [     1083.1       306.5]
 [     1069.9       311.5]
 [     1093.2      306.81]
 [     1052.9      298.27]
 [     1073.5      292.65]
 [     1008.1      308.69]
 [     1067.7      295.07]
 [       1089      318.29]
 [     1072.3       322.7]
 [     1098.7      318.16]
 [     1088.2      332.61]
 [     1052.8      332.18]
 [     1100.5      320.95]
 [     1087.7      343.25]
 [       1028      348.95]
 [     1101.4       329.5]
 [     1085.3      350.03]
 [     1084.7      355.64]
 [     1059.4      354.69]
 [     1095.7      341.21]
 [     1087.5      344.61]]"
2,0.04,,3.5891654e-07,"[[     946.11      243.67]
 [     1038.3      281.67]
 [     934.14      261.38]
 [     1040.7      264.89]
 [     929.01      291.45]
 [       1045      251.44]
 [     909.79      327.95]
 [     1060.7      238.52]
 [        891      298.07]
 [     1065.3       256.1]
 [     888.58      272.78]
 [     1065.9      274.09]
 [     927.65      286.39]
 [     1062.8      288.97]
 [     1026.8      249.55]
 [     1038.1      256.77]
 [     1013.5      282.99]
 [     1052.3      279.27]
 [        994      287.07]
 [     1067.8      278.69]
 [     1003.2      277.05]
 [     1059.2      273.16]
 [     1004.7      289.97]
 [     1061.2      284.31]
 [     1059.5      291.53]
 [     1078.9      306.04]
 [     1066.6      310.94]
 [     1089.4      306.14]
 [     1049.2      296.98]
 [     1069.9      291.47]
 [     1006.8      305.89]
 [     1065.7      295.14]
 [     1084.4      317.23]
 [     1068.9      321.28]
 [     1094.3      317.13]
 [       1084      331.34]
 [     1048.4      329.34]
 [     1097.7      318.72]
 [     1083.8      341.84]
 [     1027.9      349.06]
 [     1099.2      330.02]
 [     1081.7      349.24]
 [     1081.5      354.81]
 [     1056.8      353.19]
 [       1092      341.16]
 [       1084      343.99]]"
4,0.08,,1.9605002e-07,"[[     948.57      244.59]
 [       1036      279.85]
 [     934.68      259.34]
 [     1038.4      261.81]
 [     928.38      289.73]
 [     1042.7      246.61]
 [     910.34      323.58]
 [     1059.1      234.39]
 [     891.25      296.99]
 [     1066.1      253.26]
 [     887.89      271.64]
 [     1067.1      271.65]
 [     924.58      277.49]
 [     1064.3      287.05]
 [     1021.6      251.48]
 [     1035.2      252.06]
 [     1011.9      282.98]
 [     1049.4      276.83]
 [     990.07      285.68]
 [     1064.2      276.28]
 [     1000.5      276.24]
 [     1056.3      270.24]
 [     1001.7      290.05]
 [     1057.6      282.07]
 [     1057.5      290.02]
 [     1076.7      303.92]
 [     1064.6       308.8]
 [     1087.2      303.91]
 [     1047.4      295.27]
 [     1067.8      289.75]
 [     1005.1      304.78]
 [     1062.7      294.03]
 [     1082.8      315.24]
 [     1067.2      319.59]
 [     1092.3      315.14]
 [       1082      329.47]
 [     1047.1      327.51]
 [     1095.3      316.69]
 [     1081.7      339.42]
 [     1024.1      346.93]
 [       1097      326.83]
 [     1079.7      346.75]
 [     1079.4      352.23]
 [     1053.9      351.41]
 [     1089.9      338.68]
 [       1082      341.45]]"
6,0.12,,4.869658e-07,"[[     943.73      242.95]
 [     1032.9         277]
 [     931.86      257.31]
 [     1036.1      261.84]
 [     923.45      285.94]
 [     1040.3         249]
 [      905.2      324.57]
 [     1054.2      238.42]
 [     888.86      297.03]
 [       1058      255.18]
 [     887.85      275.09]
 [     1058.9      271.21]
 [     926.41      285.31]
 [       1055      284.05]
 [     1019.1      249.23]
 [     1030.8      253.98]
 [     1007.9      280.64]
 [     1044.7      276.18]
 [      989.1       283.9]
 [     1060.6      275.28]
 [     997.72      275.54]
 [       1052      268.82]
 [     998.91      287.23]
 [     1053.6      281.39]
 [     1054.4      289.29]
 [     1073.4      303.49]
 [     1061.3      308.51]
 [     1083.8       303.2]
 [     1044.4      294.71]
 [     1064.8      288.93]
 [     1001.8      305.01]
 [     1058.8      292.17]
 [     1079.3      314.39]
 [     1064.2       318.5]
 [     1088.6      313.95]
 [     1078.9      327.96]
 [       1044      325.89]
 [     1092.5      315.61]
 [     1078.6      337.83]
 [     1021.7      346.25]
 [       1094      325.67]
 [     1076.6      345.11]
 [     1076.5      350.54]
 [       1051      349.55]
 [     1086.8      337.51]
 [     1078.8      340.39]]"
8,0.16,,2.572209e-07,"[[     942.09       242.6]
 [     1029.7      275.33]
 [     929.92      257.02]
 [     1033.8       260.8]
 [     924.69      287.58]
 [     1038.6      249.29]
 [      906.1      324.63]
 [     1053.7       237.5]
 [     887.02      294.31]
 [     1056.9      253.08]
 [     884.59      270.78]
 [     1055.8      269.01]
 [     920.95       279.9]
 [     1051.2      279.83]
 [     1017.3      246.35]
 [     1033.5      249.65]
 [     1006.6      279.62]
 [     1045.8      276.06]
 [     986.17      284.02]
 [     1061.2      275.07]
 [     995.83       274.1]
 [     1052.4      269.12]
 [     997.42      287.58]
 [       1054      280.88]
 [     1053.4       287.5]
 [     1072.4      302.69]
 [     1060.4      307.38]
 [     1082.8      302.71]
 [     1043.2      292.96]
 [     1063.6      287.61]
 [      999.1      303.58]
 [     1057.6      292.39]
 [     1077.8      313.46]
 [     1062.9       317.3]
 [     1087.6      313.52]
 [     1077.4      327.75]
 [     1042.8      324.48]
 [       1091      314.96]
 [       1077      337.53]
 [     1020.8      344.83]
 [     1093.3      325.76]
 [     1074.5      346.38]
 [     1074.1      351.75]
 [     1049.2      348.73]
 [     1085.2      337.38]
 [       1077      339.93]]"
10,0.2,,1.5682924e-07,"[[     941.65      240.21]
 [       1029      277.32]
 [     927.78      254.26]
 [     1031.7       259.7]
 [     922.87      285.34]
 [       1036      244.19]
 [     903.12      321.21]
 [     1051.4       232.2]
 [     884.88       293.4]
 [     1056.7      249.44]
 [     883.23      269.28]
 [     1057.9      267.39]
 [     920.24      275.36]
 [     1054.5      283.19]
 [     1016.4      247.51]
 [     1028.5      246.62]
 [     1006.9      278.29]
 [     1043.9      274.47]
 [     986.69      282.45]
 [     1058.2      272.77]
 [     996.06      273.02]
 [       1050      267.13]
 [     997.05      285.49]
 [     1052.2      279.08]
 [     1052.8      286.64]
 [     1072.4      300.94]
 [     1059.8       305.8]
 [     1082.3      300.88]
 [     1042.7      292.02]
 [       1063      286.53]
 [     999.59      301.52]
 [     1057.6      289.66]
 [     1078.1      311.93]
 [     1062.5       316.3]
 [     1087.8      311.88]
 [     1077.9      326.55]
 [     1043.2      325.19]
 [     1090.8      314.56]
 [     1077.5      336.57]
 [     1019.2      344.16]
 [     1092.3      323.52]
 [     1075.4      344.81]
 [       1075      349.82]
 [     1049.7      348.33]
 [     1085.6      335.45]
 [     1077.6      338.89]]"
12,0.24,,3.8575476e-07,"[[      943.9      240.09]
 [     1027.6      273.85]
 [     929.31      249.55]
 [     1031.2      258.42]
 [     924.83      283.25]
 [     1036.4       243.8]
 [     907.24      320.32]
 [     1050.6      231.02]
 [     886.46      293.56]
 [     1055.3      248.65]
 [     879.44      270.81]
 [     1056.6      265.33]
 [      919.5      279.62]
 [     1054.2       279.3]
 [     1014.8      244.67]
 [     1028.5      247.81]
 [     1005.1      277.49]
 [     1044.6       273.3]
 [     985.68       281.8]
 [     1057.4       271.3]
 [     994.89      271.91]
 [     1049.7      266.13]
 [     996.61       284.8]
 [     1052.1      277.42]
 [       1053      286.15]
 [     1072.8      299.33]
 [     1059.9      304.57]
 [     1082.7      299.27]
 [     1043.3       291.6]
 [     1062.8      285.88]
 [     998.76      300.91]
 [     1056.4      288.62]
 [       1079       310.5]
 [     1062.9      315.04]
 [     1088.1      310.29]
 [     1078.3      324.56]
 [     1043.5      324.83]
 [     1090.2      313.53]
 [     1078.1      334.74]
 [     1018.5      342.49]
 [     1091.7      321.58]
 [     1075.8      342.11]
 [     1075.3      347.27]
 [     1050.7       347.4]
 [     1085.2      332.84]
 [     1077.7      336.64]]"
14,0.28,,3.4234864e-07,"[[     940.84      238.17]
 [     1028.8      272.08]
 [        927      254.98]
 [     1031.8      256.15]
 [     921.92      286.64]
 [     1036.9      242.36]
 [      902.4      318.87]
 [     1051.3      229.53]
 [     883.04      292.01]
 [     1056.4      246.56]
 [      879.6      265.36]
 [     1056.2      264.45]
 [      918.5      269.96]
 [     1054.9      279.69]
 [     1011.6      247.51]
 [     1028.3      247.86]
 [     1005.1      278.73]
 [       1044      273.35]
 [     982.84      282.04]
 [     1059.2      272.12]
 [     993.04      272.25]
 [     1050.6      266.66]
 [     994.75      286.08]
 [     1052.7      277.92]
 [     1051.7      285.87]
 [     1071.3      298.61]
 [     1058.6      303.88]
 [     1081.5      298.83]
 [     1041.5      291.41]
 [     1061.6      285.66]
 [     996.66      300.22]
 [     1057.7      288.56]
 [     1077.4      310.31]
 [     1061.3      314.71]
 [     1086.8      310.11]
 [     1076.9      324.23]
 [       1042      324.22]
 [       1089      312.46]
 [     1076.6      334.84]
 [     1018.2      342.24]
 [     1090.5      322.63]
 [     1074.4      342.21]
 [     1073.9      347.71]
 [     1048.8      347.21]
 [     1083.9      333.89]
 [     1076.8      336.93]]"
16,0.32,,4.1400367e-07,"[[     936.85      238.06]
 [     1026.7      271.08]
 [     926.38      253.99]
 [     1030.5       254.9]
 [     918.64      284.95]
 [     1036.8      241.57]
 [     899.95      323.22]
 [     1050.2      231.43]
 [     879.96      294.24]
 [     1053.6      247.69]
 [     874.83      269.13]
 [     1053.2      263.87]
 [     916.81      277.09]
 [     1051.4      277.99]
 [     1012.1      243.09]
 [     1026.6      248.63]
 [     1001.1      278.92]
 [     1042.2      275.12]
 [     979.41      282.11]
 [     1058.1      274.12]
 [     989.28      273.92]
 [     1049.6      268.92]
 [     990.93      286.94]
 [     1051.2      280.12]
 [       1047      284.11]
 [     1064.6      299.62]
 [     1053.2      303.72]
 [     1075.2      299.42]
 [     1036.2      289.35]
 [     1057.3       284.7]
 [     990.51      304.61]
 [     1055.8      291.92]
 [     1070.4      310.55]
 [       1056      314.04]
 [     1079.7      310.45]
 [     1070.2      323.13]
 [     1035.4      320.36]
 [     1084.8      310.65]
 [     1070.2      334.81]
 [     1010.5      341.95]
 [       1087      322.77]
 [     1068.4      342.78]
 [     1068.2      348.79]
 [     1041.4      345.05]
 [     1079.1      335.36]
 [     1069.9      337.36]]"
18,0.36,,4.2200583e-05,"[[     934.23      239.14]
 [     1019.7      257.75]
 [     922.77      255.71]
 [       1027      248.38]
 [     914.17      286.93]
 [     1036.7      242.87]
 [     893.84      320.15]
 [     1049.1      239.75]
 [     877.41      296.13]
 [     1050.4      250.96]
 [     868.32      269.93]
 [     1046.6      264.56]
 [     910.06      283.64]
 [       1045      271.93]
 [     1007.7       246.3]
 [     1017.9      251.05]
 [     995.11       281.2]
 [     1033.8      277.35]
 [     971.76      285.67]
 [     1049.3      275.57]
 [     981.96      276.43]
 [     1041.3      270.13]
 [     983.01      289.79]
 [     1043.6      282.03]
 [     1039.2      288.76]
 [     1054.9      306.66]
 [     1043.4      309.54]
 [     1065.5      306.36]
 [     1027.5      293.47]
 [     1050.3      290.11]
 [        983      308.94]
 [     1050.1      293.12]
 [     1059.3      317.41]
 [     1045.5      320.94]
 [     1069.2      317.96]
 [     1058.1      329.62]
 [     1022.7       323.7]
 [     1076.9      313.89]
 [     1058.1      340.06]
 [     1004.1      346.95]
 [     1079.1      327.73]
 [     1056.1      347.54]
 [     1056.3      353.93]
 [     1030.5      350.74]
 [     1070.3      343.69]
 [       1057      344.46]]"
20,0.4,,0.00019506128,"[[     934.31      239.87]
 [     1019.7      245.04]
 [     918.09      258.07]
 [     1031.3      259.21]
 [     911.08      286.81]
 [     1043.4      279.65]
 [        890         324]
 [     1062.7      300.86]
 [      872.9      294.05]
 [     1057.3       274.4]
 [     866.39      263.48]
 [     1046.5       252.2]
 [     908.24      267.31]
 [     1026.2      233.91]
 [     999.53      252.04]
 [     1014.5       254.9]
 [     986.23      284.34]
 [     1029.7      280.58]
 [     964.51      287.59]
 [     1044.8      279.91]
 [     974.84      279.88]
 [       1037      274.58]
 [     975.58      292.13]
 [     1038.1      285.68]
 [     1027.1      293.03]
 [     1041.2      312.54]
 [       1030      315.14]
 [     1051.5      312.71]
 [     1015.4      297.21]
 [     1038.5      294.94]
 [     974.37      310.47]
 [     1043.6      297.93]
 [     1044.5      323.02]
 [     1031.8      325.61]
 [     1054.5      323.86]
 [     1043.8      335.63]
 [       1012      327.99]
 [       1062      319.45]
 [     1043.1      346.02]
 [     992.59      349.24]
 [     1066.2      331.07]
 [     1040.2      355.44]
 [       1040      361.34]
 [     1015.7      354.92]
 [     1056.9      348.37]
 [     1041.4      351.05]]"
22,0.44,,0.023150438,"[[     930.44       242.6]
 [     1019.2      241.25]
 [     917.85      264.24]
 [       1040      250.75]
 [     909.39      292.86]
 [     1057.5      272.87]
 [     895.32      326.22]
 [     1073.4      301.13]
 [     874.86      295.96]
 [     1060.9      284.28]
 [     868.11      263.61]
 [     1052.5      266.48]
 [     913.57       255.5]
 [     1034.9      250.96]
 [     992.33      255.88]
 [     1009.5      258.85]
 [     978.21      287.55]
 [     1023.4      284.29]
 [     958.98      290.28]
 [     1039.9      283.73]
 [     967.57      282.78]
 [       1031      277.49]
 [     968.35      294.52]
 [     1032.3      289.22]
 [     1019.4      300.79]
 [     1028.7      319.88]
 [     1016.8       322.1]
 [     1038.8      319.97]
 [     1008.4      303.65]
 [     1030.6      302.16]
 [     966.72      312.74]
 [     1036.2         303]
 [     1033.2      331.61]
 [       1018       334.9]
 [     1042.3      332.49]
 [     1030.2      344.09]
 [     999.12      336.14]
 [     1049.7      329.39]
 [     1029.5      352.99]
 [     981.09      352.15]
 [     1056.3      340.36]
 [     1026.8      362.42]
 [     1026.4      369.11]
 [     1003.3      361.35]
 [     1044.3      355.06]
 [     1028.1      357.91]]"
24,0.48,,0.5219957,"[[     933.63      240.56]
 [     1021.4      246.23]
 [     916.13      256.16]
 [     1042.3      261.78]
 [     905.62      286.21]
 [     1054.6      285.59]
 [     890.66      324.02]
 [     1070.9      312.98]
 [     872.48      294.03]
 [     1065.2      286.27]
 [     866.05      261.39]
 [     1061.4         263]
 [     911.34      264.63]
 [     1035.5      250.16]
 [      985.5      259.87]
 [       1005         262]
 [     972.69      290.82]
 [     1017.1      288.13]
 [     951.13      293.89]
 [     1033.9      287.57]
 [     960.82      285.58]
 [     1025.3      281.31]
 [     962.66      298.46]
 [       1026       292.5]
 [     1009.8      305.52]
 [     1017.8      325.56]
 [     1006.2      327.76]
 [     1028.7      326.38]
 [     997.47      308.37]
 [     1022.3      306.74]
 [     962.15      317.43]
 [       1029       308.5]
 [     1020.9      338.14]
 [     1006.9      340.24]
 [     1030.7      339.07]
 [     1018.9      350.13]
 [     987.61      340.37]
 [     1040.2      336.52]
 [     1017.9      358.78]
 [     972.18      356.42]
 [     1046.2      347.73]
 [     1015.4       371.1]
 [     1015.5      377.75]
 [     991.86      366.97]
 [     1032.3      363.14]
 [     1016.3      366.47]]"
26,0.52,,0.83115095,"[[     927.22      245.43]
 [     1020.5      251.17]
 [     912.52      264.34]
 [     1041.4       269.5]
 [     901.81       294.5]
 [     1049.8      292.69]
 [        892      328.32]
 [     1065.8       318.1]
 [     870.88      294.17]
 [     1064.4      284.84]
 [     868.51      261.07]
 [     1059.2      258.61]
 [     912.65      248.81]
 [     1030.7      246.42]
 [     976.27      262.02]
 [     999.83      264.23]
 [     964.89      293.28]
 [     1012.2      291.59]
 [     943.97       295.7]
 [     1028.8       290.8]
 [     953.57      288.08]
 [     1020.3      284.79]
 [     953.91      301.49]
 [     1021.2      296.33]
 [       1001      309.33]
 [     1006.7      329.89]
 [      994.9      331.55]
 [     1016.9       331.4]
 [      988.6      311.11]
 [     1012.8      310.76]
 [     952.21      319.59]
 [     1024.3         312]
 [     1008.3      342.37]
 [     994.68      343.22]
 [     1018.8      343.78]
 [     1006.7      355.16]
 [     977.14      343.07]
 [     1029.4      343.51]
 [     1005.4      363.93]
 [     964.37       358.3]
 [     1035.1      353.53]
 [     1004.1       373.6]
 [     1004.4      380.13]
 [     980.96      369.36]
 [       1020      366.69]
 [       1005      369.73]]"
28,0.56,,0.77517533,"[[     917.94      247.17]
 [     1012.9      253.37]
 [      901.7      268.15]
 [     1033.3      273.81]
 [     892.16      296.62]
 [     1042.6      298.06]
 [     881.99      325.08]
 [     1057.6      324.71]
 [      864.2      295.78]
 [     1056.6      287.64]
 [     859.26      263.07]
 [       1052      260.19]
 [     902.41      255.54]
 [     1019.6       245.3]
 [     964.73      261.06]
 [     988.68      266.04]
 [     952.71      293.69]
 [     1001.9      291.58]
 [     932.76      297.38]
 [     1019.3      291.94]
 [     942.29      288.64]
 [     1011.3      285.98]
 [     942.81      301.63]
 [     1011.3      296.58]
 [     989.74      311.77]
 [     993.61      331.77]
 [     981.85      334.13]
 [     1003.9      333.48]
 [     977.49      313.52]
 [     1001.1      313.31]
 [     941.17      319.29]
 [     1013.1       313.2]
 [     994.47       345.4]
 [     981.22      345.92]
 [     1005.6      345.94]
 [     993.41      357.67]
 [     963.86      345.71]
 [     1017.5      343.31]
 [     992.65      366.34]
 [     956.63      359.67]
 [     1022.7      355.22]
 [     991.82      375.22]
 [     992.58      381.62]
 [     971.35      370.54]
 [     1007.6      367.93]
 [     993.02      371.23]]"
30,0.6,,0.86026573,"[[     906.98      250.21]
 [       1003      254.54]
 [     890.45      273.67]
 [     1024.2      277.12]
 [     880.61      301.13]
 [     1032.3      303.43]
 [     872.63      328.25]
 [     1047.2      332.27]
 [     853.43      294.33]
 [     1047.9      293.42]
 [     851.45      261.69]
 [     1045.7      262.75]
 [     895.82      248.88]
 [     1012.9      249.59]
 [     955.07       266.2]
 [     979.84      267.23]
 [     942.66      297.45]
 [     992.53      295.39]
 [     922.08       300.4]
 [     1010.4      294.85]
 [     932.03      291.76]
 [     1001.6      288.96]
 [     932.59      304.76]
 [     1002.1      300.49]
 [     977.44      313.82]
 [     979.92      334.43]
 [     967.86      336.81]
 [      991.5      336.25]
 [     964.34      315.67]
 [     989.91      315.43]
 [     931.75      322.21]
 [     1004.2      316.49]
 [      980.9      346.84]
 [     967.31      348.25]
 [     993.15      348.62]
 [     980.59      360.79]
 [     951.74      350.44]
 [     1003.7      348.09]
 [     979.86      369.24]
 [     943.04      362.07]
 [     1009.8      359.01]
 [     979.31      380.69]
 [     980.02      386.33]
 [     958.05       374.8]
 [     995.94      370.94]
 [      980.3      375.56]]"
32,0.64,,0.717452,"[[     903.38      247.91]
 [      996.5         257]
 [     885.62      266.45]
 [     1017.3      277.94]
 [     874.44      297.37]
 [     1026.5      303.63]
 [     864.88       328.9]
 [     1042.5      334.61]
 [     847.19      294.93]
 [     1041.6      295.74]
 [     845.09      264.89]
 [     1037.7      264.17]
 [     882.59      265.98]
 [     1003.9       249.5]
 [        950      267.33]
 [     972.61      269.02]
 [     935.55      299.69]
 [     986.44         297]
 [     914.95      302.02]
 [     1004.1       296.5]
 [     924.92      294.67]
 [     995.65      290.58]
 [     925.26       308.6]
 [     995.96      301.39]
 [     969.38      315.44]
 [     971.92      336.47]
 [     959.61      339.51]
 [     984.27      338.45]
 [     956.23      317.72]
 [     982.51      317.17]
 [     923.69      324.03]
 [     997.98         318]
 [     972.93      349.77]
 [     959.36      350.36]
 [     985.49       350.6]
 [     972.85      364.18]
 [     944.71      351.83]
 [     995.91      349.97]
 [      972.2       371.7]
 [      935.1       364.3]
 [     1002.3      359.74]
 [     971.98      382.83]
 [     972.47      389.32]
 [     951.94      375.78]
 [     988.56      372.12]
 [     972.04      377.28]]"
34,0.68,,0.79260814,"[[     904.33      247.15]
 [     995.15         258]
 [     884.73      265.37]
 [     1014.5      279.65]
 [     872.33      293.38]
 [     1025.6       304.6]
 [     862.51      324.86]
 [     1040.8      331.34]
 [     842.52      293.04]
 [     1041.7      294.37]
 [     845.24      262.96]
 [     1036.4      265.55]
 [     881.19      264.71]
 [     1003.9      251.13]
 [     944.32      270.46]
 [     970.01      273.78]
 [      933.1      302.84]
 [     982.58      299.63]
 [     912.59       304.9]
 [     1000.9      299.76]
 [     922.45      296.44]
 [     991.05      292.72]
 [     922.09      310.98]
 [     991.99      304.37]
 [     965.44      318.06]
 [     967.89      338.02]
 [     955.05      341.13]
 [     980.06      340.24]
 [     952.17      320.97]
 [     978.16      319.68]
 [      919.1      326.52]
 [     994.08      321.69]
 [     968.72      352.35]
 [     954.46      352.64]
 [     981.54      352.45]
 [      968.8      366.42]
 [     941.35      355.74]
 [     992.34      352.65]
 [     968.51      372.58]
 [     929.96      366.39]
 [     999.32      359.21]
 [     969.18      390.24]
 [     969.84      396.01]
 [     947.08      376.81]
 [     983.35      373.89]
 [     969.14      383.71]]"
36,0.72,,0.918184,"[[     906.31      247.43]
 [     997.81      258.76]
 [     885.86       265.5]
 [     1016.9      281.41]
 [     873.38      293.75]
 [     1028.3      308.01]
 [     860.82      320.97]
 [     1042.6      337.78]
 [     844.66      290.43]
 [     1047.7      298.26]
 [     845.96      262.47]
 [       1042      268.35]
 [     882.59      271.91]
 [     1008.4      254.87]
 [      946.7       270.3]
 [      972.6      275.03]
 [     933.65      303.65]
 [      983.7      302.38]
 [     913.46      306.05]
 [     1001.9      302.74]
 [      922.4      297.45]
 [     992.89      295.42]
 [     923.59      312.28]
 [     993.23       308.2]
 [     964.86      319.99]
 [     965.94      340.19]
 [     952.44      343.35]
 [     978.93      342.86]
 [     951.21      322.69]
 [     977.22      321.37]
 [     920.36      327.82]
 [     995.21      324.47]
 [      966.4      354.09]
 [     951.16      354.52]
 [     980.05      354.91]
 [     966.07      369.11]
 [     939.84      358.08]
 [     991.85      355.45]
 [     965.99      375.82]
 [     932.21      369.58]
 [     997.72       363.6]
 [     966.71      396.03]
 [     967.11      401.29]
 [     947.78      378.34]
 [     980.91       376.1]
 [     966.74      390.09]]"
38,0.76,,0.9632917,"[[     909.64      247.91]
 [     998.72      259.68]
 [     889.28      262.37]
 [     1017.7      275.31]
 [     876.08      294.14]
 [     1031.4      300.89]
 [     865.34      326.89]
 [     1049.2      332.16]
 [     847.83      297.77]
 [     1050.8         298]
 [     845.76      265.68]
 [     1049.2      271.79]
 [     883.07      281.09]
 [     1021.6      280.99]
 [     946.23      274.62]
 [     971.72      275.77]
 [     932.69      306.51]
 [     982.89         304]
 [     912.48      308.34]
 [     1002.9      304.56]
 [     922.95      300.65]
 [     992.35      297.48]
 [     922.86       313.8]
 [     993.55      309.93]
 [      963.3      322.55]
 [     964.98      342.99]
 [     951.86      346.06]
 [     976.83      345.69]
 [     949.69      325.21]
 [     975.96      324.12]
 [     919.71      328.99]
 [     993.91      326.71]
 [     965.37      356.41]
 [     951.15      356.11]
 [     977.64      356.73]
 [     965.12      370.84]
 [     938.31      358.63]
 [     990.93       358.4]
 [     965.05      377.82]
 [     927.61      371.84]
 [     997.92       367.2]
 [     965.25      406.11]
 [     965.73      410.84]
 [      945.9      379.71]
 [     980.51      377.62]
 [     965.38      401.33]]"
40,0.8,,0.96382415,"[[     907.07      249.72]
 [     996.02      260.51]
 [     887.18      263.29]
 [     1014.8      278.45]
 [     873.76      292.95]
 [     1028.7       304.4]
 [     862.22      325.52]
 [     1047.7      336.41]
 [     846.08      295.54]
 [     1049.2      299.92]
 [      845.4       265.1]
 [     1047.7      273.77]
 [     879.34      285.68]
 [     1017.6      282.64]
 [      944.8      273.62]
 [      969.2      275.77]
 [     931.39      306.75]
 [     980.85         304]
 [     910.39      308.83]
 [     1000.6      305.02]
 [     920.67      300.44]
 [     990.91      297.91]
 [     920.52      314.52]
 [     991.59      309.95]
 [     960.36      324.27]
 [      962.3      344.18]
 [        949      347.55]
 [     974.51      346.73]
 [     947.26      327.04]
 [     972.93      325.94]
 [     917.61      329.16]
 [      992.1      326.85]
 [      962.6      358.14]
 [     948.43      358.12]
 [     975.32      358.14]
 [     962.38       372.3]
 [     935.54      360.25]
 [     989.44      359.09]
 [     962.37      379.38]
 [     924.22      373.05]
 [     996.68      367.59]
 [     961.93      411.47]
 [     962.39      415.32]
 [     943.03         382]
 [     978.88      379.59]
 [     962.48       409.1]]"
