frame_count,time_sec,id,conf,landmarks
0,0.0,,0.9997358,"[[     1085.9      255.44]
 [     1155.6      278.02]
 [     1086.4      212.85]
 [     1176.8      236.56]
 [     1082.9      170.22]
 [     1201.2      195.77]
 [     1051.2      126.61]
 [     1242.5      158.99]
 [     1014.3      174.71]
 [     1262.7      221.85]
 [     995.97      233.14]
 [     1261.8      295.66]
 [     994.36      303.63]
 [     1232.5      354.97]
 [     1065.1      316.94]
 [     1085.4      309.31]
 [     1023.1      366.94]
 [     1118.3      380.43]
 [     996.05       356.8]
 [     1158.4      380.64]
 [     1012.3      348.23]
 [       1139      365.09]
 [     1005.5       376.5]
 [     1138.8      395.12]
 [     1065.4      372.65]
 [     1052.9      389.89]
 [     1028.5      391.43]
 [     1077.1      402.27]
 [     1043.8      371.77]
 [     1087.8      380.55]
 [     997.38      395.52]
 [     1136.3      421.62]
 [     1042.3      411.99]
 [     1015.5      407.47]
 [     1076.7      420.78]
 [     1039.1       443.6]
 [     998.57      440.85]
 [     1107.9      458.64]
 [     1036.1      464.76]
 [     978.97      463.97]
 [     1162.5      498.46]
 [     1033.4      475.99]
 [     1034.1      486.67]
 [     988.96      517.94]
 [     1109.5      538.38]
 [     1035.8      470.24]]"
2,0.04,,0.99962354,"[[     1086.3      255.69]
 [     1155.7      278.64]
 [     1086.8      213.25]
 [     1177.7      237.82]
 [     1083.7      170.34]
 [     1202.9      196.75]
 [     1051.7      126.17]
 [     1244.4      162.19]
 [     1015.7      173.17]
 [     1264.5      225.32]
 [     997.21      231.56]
 [     1261.8      296.84]
 [     995.87       300.9]
 [     1234.6      356.46]
 [     1069.4      315.26]
 [     1087.7      309.45]
 [     1023.6      367.24]
 [     1119.3      381.24]
 [     994.87      356.97]
 [     1158.7      380.96]
 [     1012.4      347.97]
 [     1140.3      365.74]
 [     1005.8      376.09]
 [     1139.9      395.56]
 [     1066.3       373.5]
 [     1054.4      390.37]
 [     1030.4      391.89]
 [       1078      402.63]
 [     1044.1       372.5]
 [       1089       381.4]
 [     998.53      395.91]
 [     1136.6      422.98]
 [     1044.4      411.91]
 [       1018       407.5]
 [     1077.5      420.97]
 [     1040.8      443.75]
 [     1000.9      440.93]
 [     1108.2      458.85]
 [     1037.9      464.04]
 [     980.25      463.92]
 [       1160      498.63]
 [     1034.9      473.94]
 [     1035.8      484.63]
 [     989.91      517.03]
 [     1109.7      538.03]
 [     1037.3       468.7]]"
4,0.08,,0.9995796,"[[     1085.8      255.82]
 [     1155.2      278.71]
 [     1086.4      212.65]
 [     1177.3      237.63]
 [       1083       170.3]
 [     1202.1       196.6]
 [     1051.9      126.19]
 [     1243.7       161.7]
 [     1015.9      172.59]
 [     1263.5      224.65]
 [     996.88      231.95]
 [     1261.2      297.04]
 [     995.22      301.89]
 [     1233.8      355.87]
 [     1071.1      314.49]
 [     1085.6      309.66]
 [     1023.9      366.26]
 [     1119.5      381.02]
 [     994.95      357.18]
 [     1157.9      380.58]
 [     1011.9         348]
 [     1139.8      365.46]
 [     1006.2      374.69]
 [     1139.3      395.68]
 [     1066.3      373.89]
 [     1054.2      390.31]
 [     1029.6      391.99]
 [     1078.2       403.1]
 [     1044.2      373.24]
 [     1088.3         382]
 [     997.51      395.25]
 [     1136.6      424.04]
 [     1043.5      413.51]
 [     1017.2      408.91]
 [     1077.2       421.9]
 [       1040      444.31]
 [     1001.1      440.73]
 [     1107.4      458.78]
 [     1037.4      464.92]
 [     980.44      465.12]
 [     1159.7      500.19]
 [     1034.7      475.07]
 [     1035.3      485.18]
 [     991.15      515.47]
 [     1109.9      536.65]
 [     1036.9      470.26]]"
6,0.12,,0.99973935,"[[     1084.8      256.06]
 [     1154.5      278.66]
 [     1085.9      213.01]
 [     1176.5      236.99]
 [     1082.4      170.13]
 [     1200.7      196.78]
 [     1050.4      126.28]
 [     1241.1       161.1]
 [     1014.2      173.94]
 [     1261.8      222.97]
 [     997.21      231.81]
 [     1261.2      295.41]
 [     993.21      304.29]
 [     1232.6      354.91]
 [       1067      316.83]
 [     1086.6      311.83]
 [       1022      366.97]
 [     1119.7      381.28]
 [     994.09      357.46]
 [     1157.2      380.47]
 [     1011.6      348.58]
 [     1139.5      365.26]
 [     1005.2      376.93]
 [     1139.5      394.06]
 [     1065.4       374.2]
 [     1052.5      391.09]
 [     1028.6      392.85]
 [     1076.9      403.43]
 [     1043.9      373.56]
 [     1087.7      381.36]
 [      997.8      396.37]
 [     1135.9      422.61]
 [       1042       413.8]
 [     1015.6      409.69]
 [     1076.2      422.14]
 [     1039.1      444.83]
 [     999.62      441.53]
 [     1108.5      458.89]
 [     1036.3      466.47]
 [     980.36      465.02]
 [     1163.3      499.87]
 [     1033.6      477.18]
 [     1034.3      487.22]
 [     991.45      518.89]
 [     1109.6      538.23]
 [     1035.9      471.47]]"
8,0.16,,0.99971086,"[[     1084.9      256.05]
 [     1153.6       278.9]
 [     1085.2      212.61]
 [       1176      238.08]
 [       1081      169.73]
 [     1200.1      196.38]
 [     1049.1      126.63]
 [     1240.9      160.35]
 [     1013.8      174.42]
 [     1261.2       221.2]
 [     996.49      232.11]
 [     1260.7      294.67]
 [     992.01       304.7]
 [     1231.5      355.92]
 [     1066.2      318.27]
 [     1086.9      312.82]
 [     1021.6      367.71]
 [       1120      380.88]
 [     992.75      358.35]
 [     1155.7      380.99]
 [     1010.3      348.03]
 [     1138.9      365.62]
 [     1004.3      377.69]
 [     1138.9      394.12]
 [     1065.8      375.67]
 [       1053      392.44]
 [     1028.7      394.42]
 [     1077.4      405.04]
 [     1044.1      375.11]
 [     1088.3      382.95]
 [     999.03      398.51]
 [     1136.3      423.45]
 [     1042.3      415.78]
 [     1015.9      411.36]
 [     1076.5      423.34]
 [     1039.4      446.42]
 [     1000.3      444.13]
 [     1109.2      459.67]
 [     1036.9      468.02]
 [     980.45      467.75]
 [     1160.7       499.6]
 [     1034.6      478.36]
 [       1035       488.6]
 [     992.75       520.6]
 [     1110.5      538.92]
 [     1036.7      473.33]]"
10,0.2,,0.99975365,"[[     1085.2      256.65]
 [     1155.1      279.06]
 [     1085.7       213.5]
 [     1176.9       239.4]
 [     1081.3      170.55]
 [     1200.3      197.85]
 [     1048.3      127.41]
 [     1241.8      161.54]
 [     1013.1      175.46]
 [     1262.2      222.24]
 [      995.9      233.01]
 [     1263.1      293.84]
 [     992.74      304.28]
 [     1233.7      354.59]
 [     1066.4      317.17]
 [     1088.1      314.21]
 [     1022.3      367.59]
 [     1120.2      381.07]
 [     993.49      358.97]
 [     1157.1      382.11]
 [     1010.2       348.1]
 [     1140.7      365.09]
 [     1005.5      377.12]
 [     1139.1      394.51]
 [     1064.9      376.43]
 [     1051.7      392.98]
 [     1027.8       395.2]
 [     1076.2      405.23]
 [     1043.6      375.88]
 [     1087.1      384.03]
 [     999.46      398.93]
 [     1137.2      421.46]
 [     1041.3      416.18]
 [     1014.9      411.75]
 [     1075.3      424.19]
 [     1038.5      447.02]
 [     998.74      441.49]
 [     1108.8      458.78]
 [       1036      468.48]
 [     980.41      466.25]
 [     1162.9      501.72]
 [     1033.4      479.28]
 [     1033.7       489.8]
 [     991.81      520.74]
 [     1110.9      539.18]
 [       1036      474.01]]"
12,0.24,,0.99974686,"[[     1085.8      257.34]
 [     1153.9      279.89]
 [     1085.4      213.78]
 [     1176.8      238.71]
 [     1080.3      170.93]
 [     1199.4      197.67]
 [     1047.9      127.02]
 [     1239.7      161.05]
 [     1012.7      176.08]
 [     1261.7      221.22]
 [     995.13      233.16]
 [     1261.9      293.98]
 [     992.17      306.04]
 [     1232.9      354.34]
 [     1063.3      319.15]
 [     1087.6       314.7]
 [     1022.2      368.52]
 [     1120.7      382.08]
 [     994.79      359.77]
 [     1156.7      382.08]
 [       1010      350.06]
 [     1139.9      366.62]
 [     1005.5      377.94]
 [     1139.9      394.88]
 [     1064.7      376.64]
 [     1052.1      393.75]
 [     1028.2      395.47]
 [     1076.2      405.45]
 [     1043.1      376.46]
 [     1087.4      383.86]
 [     997.77      397.94]
 [     1137.8      422.69]
 [     1041.7      416.31]
 [     1015.5      412.37]
 [     1075.8      424.26]
 [     1039.1      447.48]
 [     999.48      444.05]
 [     1109.3      460.16]
 [     1036.5      468.53]
 [     981.37      466.81]
 [       1162      500.84]
 [     1033.5       479.7]
 [     1034.1      490.49]
 [     993.12      521.05]
 [     1110.8      538.76]
 [     1036.3      474.02]]"
14,0.28,,0.9997497,"[[     1083.1      260.89]
 [       1155      280.52]
 [     1084.7      216.21]
 [     1175.5      239.86]
 [     1079.1      173.02]
 [     1197.4      197.98]
 [     1046.6      128.18]
 [     1240.1      161.02]
 [     1011.2      177.92]
 [     1260.5      221.95]
 [      995.1      234.37]
 [       1261      294.73]
 [     991.52      305.91]
 [     1233.4       354.3]
 [     1061.9      321.59]
 [     1086.2      315.56]
 [     1020.8      369.33]
 [     1120.1      382.21]
 [     994.33      361.61]
 [     1156.9      383.08]
 [     1009.7      351.48]
 [     1139.8      367.59]
 [     1004.9      378.75]
 [       1139      395.87]
 [     1065.3      377.06]
 [       1053      394.36]
 [     1028.8      395.88]
 [     1076.5      405.43]
 [     1043.7      376.86]
 [     1087.5      383.98]
 [     998.02      399.94]
 [     1137.6      423.21]
 [     1043.3      415.89]
 [     1016.4       412.5]
 [     1076.3      424.34]
 [     1040.3      447.01]
 [     1001.3      445.64]
 [     1109.4      460.82]
 [     1037.6      467.92]
 [     981.98       468.9]
 [     1162.2      500.95]
 [     1034.3      478.84]
 [     1035.5      488.87]
 [     994.44      521.05]
 [     1110.7      538.28]
 [     1037.3      472.96]]"
16,0.32,,0.999778,"[[     1081.8      259.38]
 [     1152.3      279.07]
 [     1081.5      214.42]
 [     1172.9      238.06]
 [     1076.6      172.21]
 [     1195.6       196.7]
 [     1044.3      129.03]
 [     1236.7      158.72]
 [     1009.3      177.62]
 [     1257.1      220.61]
 [     992.33      236.58]
 [     1258.1      293.52]
 [     992.06       307.9]
 [     1228.2      355.29]
 [     1055.7      324.94]
 [       1084      316.18]
 [     1019.6      371.52]
 [     1118.5      382.73]
 [     993.58      363.48]
 [     1155.9      382.57]
 [     1008.5      353.46]
 [     1138.8      366.93]
 [     1003.4      381.15]
 [     1137.8      396.04]
 [     1062.8      379.18]
 [     1051.6      397.27]
 [     1027.3      399.41]
 [     1075.1      408.24]
 [     1040.8      379.71]
 [     1085.4      385.75]
 [     997.25      401.94]
 [     1135.9      425.71]
 [     1042.1      419.24]
 [     1015.4      416.06]
 [     1075.6      426.64]
 [     1039.8      451.31]
 [     1000.4      450.36]
 [     1108.1      465.15]
 [     1037.7      472.09]
 [     981.72      471.36]
 [     1161.3      501.63]
 [     1034.7      482.93]
 [     1035.8      492.41]
 [     993.33      524.93]
 [     1111.6      540.75]
 [     1037.7      477.04]]"
18,0.36,,0.9997199,"[[     1081.8      260.41]
 [     1149.4      277.41]
 [     1078.8      216.28]
 [     1170.2      237.59]
 [       1073      173.97]
 [     1190.7      195.19]
 [     1038.3       132.5]
 [     1232.1      158.01]
 [       1005      180.12]
 [     1252.3      217.07]
 [     988.43      237.18]
 [     1255.8      288.26]
 [      991.2      310.24]
 [     1232.6      352.53]
 [     1056.6       323.9]
 [       1083      318.38]
 [     1019.8      373.13]
 [     1118.9      385.04]
 [     992.32      366.99]
 [     1155.9      382.57]
 [     1006.5      356.39]
 [     1138.1      368.05]
 [     1003.6      383.88]
 [     1138.4      397.81]
 [     1062.9      382.07]
 [     1051.4      400.02]
 [     1027.2      402.47]
 [     1076.3      411.99]
 [     1040.5      382.75]
 [     1086.1       388.2]
 [     996.01      404.79]
 [     1136.7      426.97]
 [     1041.4         424]
 [       1015      420.48]
 [     1075.9      430.27]
 [     1039.4      454.18]
 [     1001.7      452.12]
 [     1109.6      465.35]
 [     1037.7      475.01]
 [     984.09       477.5]
 [     1165.5      504.28]
 [       1035      486.93]
 [     1036.1      497.32]
 [     997.28      529.19]
 [     1115.9       543.6]
 [     1037.2      481.12]]"
