frame_count,time_sec,id,conf,landmarks
0,0.0,,0.9986499,"[[      469.3      189.74]
 [     531.76      198.85]
 [     464.74      162.69]
 [     537.94       167.9]
 [      461.5      132.67]
 [     552.79      135.62]
 [     451.44      99.636]
 [     576.49      110.38]
 [     431.08      136.38]
 [     590.72      149.74]
 [     417.72      177.28]
 [     593.44      197.98]
 [     421.99      220.23]
 [     579.05      245.98]
 [     486.02      246.93]
 [     521.56       245.5]
 [     462.11      283.09]
 [     542.41      289.11]
 [     439.94      279.65]
 [     563.01      287.74]
 [     452.05      272.68]
 [     553.18      280.21]
 [     449.87      289.67]
 [     553.29      297.88]
 [     501.82      288.01]
 [     501.31      306.75]
 [     486.36      309.68]
 [     517.24      311.51]
 [     485.95      291.13]
 [     517.18      293.92]
 [     446.31      309.23]
 [     551.77      312.84]
 [     500.82      324.69]
 [     483.91      322.84]
 [        518      324.77]
 [     499.96      340.92]
 [      465.9      333.39]
 [     533.61      334.91]
 [     499.84      354.75]
 [     438.93      348.53]
 [     557.25      351.11]
 [     499.05      359.68]
 [     499.39      366.04]
 [     460.28      373.63]
 [     536.89      376.78]
 [     499.38      357.19]]"
2,0.04,,0.9980938,"[[     471.96      186.65]
 [     533.58      195.47]
 [      466.1      160.15]
 [     540.53      165.54]
 [     463.44      131.01]
 [     555.25      133.99]
 [     454.41      93.554]
 [     580.23      108.42]
 [     432.02      133.88]
 [     595.91      148.21]
 [      420.7      173.83]
 [     596.56      194.63]
 [     422.46      219.45]
 [     582.05      242.34]
 [     492.09      242.99]
 [     524.68      242.66]
 [     465.59      280.38]
 [     546.58      285.74]
 [     442.42      277.19]
 [     565.64      284.54]
 [     455.04      269.23]
 [     556.55      276.91]
 [     452.47      287.93]
 [     556.85      293.17]
 [     505.09      286.87]
 [     505.19      304.46]
 [     490.21      307.48]
 [     521.15      308.61]
 [     489.62      290.33]
 [     519.92      292.59]
 [     449.99      309.39]
 [     554.02      310.12]
 [     505.35      322.15]
 [     488.31      320.52]
 [     523.05      321.55]
 [     505.17      338.87]
 [      470.7       330.4]
 [     538.71      330.46]
 [     504.85      352.39]
 [     440.48      347.72]
 [     562.04      348.19]
 [     504.13      357.44]
 [     504.48      363.81]
 [     464.06      372.16]
 [     540.09      374.75]
 [     504.16      355.22]]"
4,0.08,,0.9982804,"[[     474.15       185.8]
 [     536.93      192.74]
 [     467.69      158.57]
 [     543.82      162.58]
 [     462.72      129.33]
 [     558.92      131.13]
 [     455.71      90.275]
 [     583.98      107.03]
 [     434.03      133.04]
 [     598.14      146.81]
 [     422.17      173.53]
 [      599.5       194.6]
 [     425.24      217.37]
 [     583.57      240.24]
 [     494.86      238.99]
 [     525.45      237.07]
 [     468.66      279.66]
 [     549.26      282.81]
 [     443.76      274.67]
 [     569.05      281.88]
 [     458.45      267.23]
 [     559.57      273.28]
 [     454.05      288.19]
 [     559.53       291.8]
 [     508.74      282.98]
 [     508.49         301]
 [     493.48      303.47]
 [     524.93      305.34]
 [     493.03      286.28]
 [     524.18      288.17]
 [     451.12      307.11]
 [     556.97      307.83]
 [     508.78      317.31]
 [     491.43      316.34]
 [     525.68      317.76]
 [     507.41      333.93]
 [     473.55      326.19]
 [     541.71       326.6]
 [     506.94      347.45]
 [     441.68      342.24]
 [     562.65       341.9]
 [     506.05      352.27]
 [     506.03      358.61]
 [     465.31      368.14]
 [     541.59      370.45]
 [     506.63      349.95]]"
6,0.12,,0.99845564,"[[      474.2      179.51]
 [     539.66      188.89]
 [     465.85      152.38]
 [     547.62      159.36]
 [     461.03      125.68]
 [     563.04      127.47]
 [     457.14       87.23]
 [      589.5      104.05]
 [     437.25      127.94]
 [     603.78      145.35]
 [      424.7      165.13]
 [     602.97      193.37]
 [     426.98      212.08]
 [     585.04      238.11]
 [     493.73      235.29]
 [     528.46      234.17]
 [     469.44      271.65]
 [     550.78      276.43]
 [     446.57      266.35]
 [     571.07      275.83]
 [     459.22      259.98]
 [     560.92      266.99]
 [     456.53      279.74]
 [     561.45      285.21]
 [     511.85      275.76]
 [     511.34      293.41]
 [     495.92      295.49]
 [     527.44      298.46]
 [     495.89      278.17]
 [     527.16      281.47]
 [     452.89       297.9]
 [     557.84      300.32]
 [     511.46      310.49]
 [     494.02      308.62]
 [     528.31      310.65]
 [     509.43      327.03]
 [     474.75       316.9]
 [     544.33      319.95]
 [     508.38      341.47]
 [     439.01         333]
 [     564.15       336.9]
 [     507.23      346.68]
 [     506.77       353.8]
 [     464.41      361.49]
 [     544.24      365.89]
 [     508.09      344.27]]"
8,0.16,,0.99903035,"[[     476.27      174.84]
 [     544.57      185.64]
 [     469.19      148.68]
 [     552.32       156.1]
 [     463.98      121.18]
 [     567.07      123.81]
 [     458.33      83.948]
 [     593.91      101.58]
 [     438.88       126.5]
 [     607.44      144.89]
 [     425.77      163.75]
 [     605.14      192.18]
 [     429.77      208.34]
 [     585.12      234.98]
 [     498.15       226.3]
 [     531.44      226.19]
 [     470.21       264.4]
 [     552.43      269.84]
 [     448.83      260.09]
 [     571.73      268.45]
 [     461.06      252.81]
 [     562.41      260.14]
 [     458.65      271.42]
 [     562.73      277.54]
 [     513.43      269.03]
 [     512.87      286.48]
 [     497.89      287.99]
 [     528.53      291.73]
 [     497.48      270.86]
 [     528.52       274.7]
 [     455.16      290.07]
 [     560.07      293.78]
 [     513.06      302.06]
 [     495.87      300.27]
 [     529.51      303.23]
 [     510.73      319.14]
 [     477.98      308.78]
 [     544.23      312.98]
 [     509.28      333.17]
 [     441.25      327.47]
 [     564.17      330.39]
 [     507.92      337.98]
 [     507.31      344.49]
 [     465.88      353.45]
 [     542.92      358.21]
 [     508.54      336.03]]"
10,0.2,,0.999097,"[[     478.11      169.33]
 [     546.47       180.8]
 [     472.17      144.33]
 [     553.66      151.92]
 [     468.37      116.73]
 [     570.38      121.35]
 [     462.16      79.258]
 [     596.43      98.245]
 [     439.82      118.52]
 [     610.43      141.34]
 [     427.88      154.83]
 [      607.6      188.05]
 [     430.78      201.73]
 [     588.58      230.95]
 [     503.83      221.45]
 [     530.35      221.01]
 [     473.06      261.34]
 [     553.06      265.92]
 [     447.37      254.69]
 [     577.51      266.86]
 [     462.52      246.91]
 [      566.1      255.34]
 [     457.63      269.67]
 [     565.13       277.4]
 [     514.42      263.61]
 [     514.73      279.76]
 [      498.3      281.92]
 [     530.73      285.33]
 [     498.39      265.65]
 [     528.88      269.24]
 [     454.46      287.47]
 [     561.06      293.37]
 [     514.95      296.26]
 [     496.83      294.37]
 [     532.14      297.11]
 [     512.61      314.42]
 [      478.4      304.48]
 [     544.46      307.72]
 [     510.97      328.03]
 [     438.15      322.88]
 [     564.17      326.69]
 [     509.61      333.73]
 [     508.82      341.05]
 [     466.12      349.39]
 [     543.73      354.81]
 [     509.75      330.36]]"
12,0.24,,0.9993104,"[[     478.59      166.99]
 [     546.58      177.75]
 [     471.64      140.59]
 [      554.8      149.23]
 [     468.67      113.13]
 [     571.07      118.29]
 [     462.47      75.517]
 [     598.51       94.57]
 [     440.35      115.26]
 [     610.21      137.91]
 [     427.81      151.72]
 [     607.66      183.53]
 [     428.82      199.62]
 [     587.78      227.49]
 [     503.35      215.85]
 [     532.59      218.44]
 [     473.94      255.82]
 [     554.78      260.49]
 [     449.99      250.78]
 [     575.72      259.67]
 [     464.39      241.55]
 [     565.36      250.56]
 [     460.83      264.19]
 [      566.2      269.09]
 [     515.74      259.38]
 [     515.87      275.43]
 [     500.25      276.93]
 [     531.76      280.21]
 [     500.24      261.18]
 [     530.12      264.83]
 [     457.37       283.3]
 [      561.7      284.84]
 [     516.26       290.4]
 [     498.41      289.65]
 [     533.89      291.92]
 [     514.26      308.62]
 [     479.27      302.29]
 [     547.43      304.74]
 [      512.7       323.5]
 [     441.62      318.51]
 [     567.39      321.44]
 [     511.45      328.77]
 [     510.96      335.18]
 [     467.97      344.36]
 [     546.48      349.77]
 [     511.89      325.56]]"
14,0.28,,0.9992111,"[[     479.32       162.9]
 [     545.74      174.83]
 [     473.32      137.37]
 [     556.22      145.83]
 [     471.35      110.22]
 [     572.15       115.5]
 [     463.25      73.445]
 [     598.14      92.793]
 [     438.97      113.64]
 [        611      134.45]
 [        426      150.15]
 [      607.2      178.82]
 [     428.62      198.22]
 [     589.52       224.1]
 [     506.13      214.14]
 [     533.61      214.76]
 [     476.73      253.82]
 [     556.43      257.33]
 [     451.27      247.06]
 [     576.75      257.57]
 [     466.05      238.36]
 [     567.22      247.85]
 [     461.79      261.24]
 [     566.96      265.87]
 [     517.39      257.55]
 [     517.94      273.07]
 [     502.24      274.58]
 [     534.08       277.6]
 [     501.94      259.58]
 [     532.01      262.79]
 [     458.87         281]
 [     564.21       281.7]
 [     518.97       288.2]
 [     500.21      287.61]
 [     536.42      289.67]
 [     516.87      306.12]
 [      480.8      299.08]
 [     549.73      301.35]
 [     515.41      320.39]
 [     440.17      317.67]
 [     569.32      318.68]
 [     514.04      325.96]
 [     513.49      332.51]
 [     468.51      342.53]
 [     548.28      347.96]
 [     514.69      322.88]]"
16,0.32,,0.9991935,"[[     481.47       159.7]
 [     547.84      172.15]
 [        477      133.04]
 [     558.47      143.22]
 [     477.52      104.65]
 [     575.25       112.6]
 [     465.11      69.319]
 [     601.01      90.487]
 [      439.2      109.29]
 [     614.22      132.25]
 [     425.63      147.57]
 [     610.45      177.07]
 [     428.87      194.39]
 [     592.12       222.1]
 [     507.39      211.92]
 [     535.45      211.62]
 [     479.49      251.04]
 [     558.56      254.71]
 [     453.09      243.42]
 [      580.5      254.41]
 [     467.92       235.6]
 [     570.61       244.7]
 [     463.81      258.42]
 [     569.98      265.62]
 [     519.72      252.48]
 [     521.01      269.41]
 [     505.52      271.77]
 [     536.97      274.41]
 [     504.15      254.35]
 [     534.37      257.11]
 [      460.3      277.75]
 [     566.25      281.07]
 [     522.09      285.83]
 [     503.51      284.37]
 [     538.77      286.63]
 [     519.82      303.28]
 [     482.68      295.74]
 [     551.75      297.29]
 [      518.3       317.2]
 [     441.56      313.99]
 [     571.47      315.77]
 [     516.86      323.67]
 [     516.16      331.24]
 [     471.39      339.68]
 [     550.71      344.79]
 [     517.01      320.53]]"
18,0.36,,0.9994438,"[[     485.75      159.36]
 [      548.6       169.6]
 [     483.49      129.81]
 [     559.41      141.86]
 [     483.82      101.62]
 [     576.51      111.52]
 [     467.77      65.857]
 [      603.5      89.618]
 [     439.71      106.24]
 [      616.1      130.46]
 [     425.95      147.01]
 [     611.29       175.1]
 [     429.63      195.53]
 [     592.25      219.32]
 [      508.8      209.09]
 [      535.9      210.23]
 [     481.01      247.22]
 [      559.6      252.33]
 [     455.29      240.51]
 [     580.61       250.7]
 [     469.72      231.84]
 [     571.15      241.75]
 [     465.47       255.3]
 [     571.11      262.03]
 [     521.96      249.59]
 [     523.25      266.03]
 [     507.87      268.03]
 [     538.58      271.05]
 [     507.09      250.97]
 [     536.02      253.96]
 [     462.03      275.99]
 [      567.8      276.88]
 [     524.09      281.46]
 [     505.18      280.11]
 [     540.71      282.79]
 [     521.68      299.24]
 [     484.68      292.14]
 [     552.52      293.96]
 [     520.19      312.87]
 [     441.72      309.77]
 [     572.12      312.18]
 [      519.1      320.16]
 [     518.45       327.6]
 [     474.15      334.43]
 [     551.42      341.74]
 [     519.33      316.23]]"
